frame,track_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,box_width,box_height,box_area
47,7,person,0.8862,173.86,408.63,291.35,717.27,232.61,562.95,117.49,308.65,36262.43
47,8,person,0.7547,999.81,1182.17,1078.57,1520.47,1039.19,1351.32,78.76,338.31,26646.67
47,9,person,0.8702,622.34,221.24,748.69,493.48,685.52,357.36,126.35,272.24,34398.31
47,10,person,0.8874,225.74,127.59,326.35,383.66,276.05,255.63,100.61,256.07,25763.73
47,12,person,0.8059,850.07,469.59,935.13,731.56,892.6,600.57,85.06,261.97,22282.1
47,13,person,0.8103,42.24,75.21,119.31,357.34,80.78,216.27,77.07,282.13,21743.63
47,16,person,0.9026,71.88,763.56,232.37,1123.49,152.13,943.52,160.49,359.92,57763.93
47,29,handbag,0.5027,153.32,819.61,224.98,969.75,189.15,894.68,71.65,150.14,10757.91
48,1,person,0.9066,235.43,1112.95,392.18,1496.39,313.81,1304.67,156.75,383.43,60103.85
48,2,person,0.9123,577.26,659.07,732.64,998.25,654.95,828.66,155.38,339.18,52702.65
48,4,person,0.8658,749.05,469.62,884.88,819.46,816.96,644.54,135.83,349.84,47519.59
48,5,person,0.8688,880.64,1273.72,1026.02,1604.68,953.33,1439.2,145.39,330.96,48116.55
48,6,person,0.913,0.26,1147.66,169.76,1543.54,85.01,1345.6,169.5,395.88,67102.76
48,7,person,0.8858,174.74,413.74,291.77,723.9,233.26,568.82,117.03,310.16,36298.9
48,8,person,0.7466,1003.35,1188.71,1078.08,1523.8,1040.71,1356.25,74.73,335.09,25042.52
48,9,person,0.8889,622.29,223.37,748.45,494.92,685.37,359.15,126.16,271.55,34259.86
48,10,person,0.874,227.61,131.65,327.38,392.02,277.49,261.83,99.77,260.37,25977.57
48,12,person,0.8078,852.85,472.31,936.14,732.61,894.49,602.46,83.29,260.3,21679.75
48,13,person,0.8186,43.28,78.26,119.49,359.24,81.39,218.75,76.22,280.98,21415.52
48,16,person,0.8988,78.73,768.5,234.97,1128.89,156.85,948.69,156.23,360.39,56304.49
49,1,person,0.9053,238.79,1118.26,396.8,1497.66,317.79,1307.96,158.01,379.4,59949.49
49,2,person,0.9037,577.42,662.7,735.66,999.01,656.54,830.85,158.24,336.31,53218.72
49,4,person,0.8525,750.94,475.59,885.28,824.88,818.11,650.23,134.34,349.29,46924.65
49,5,person,0.8902,884.62,1282.34,1030.78,1617.49,957.7,1449.92,146.16,335.15,48986.05
49,6,person,0.9109,0.05,1154.0,170.34,1543.57,85.2,1348.78,170.3,389.57,66342.54
49,7,person,0.8839,174.49,419.48,291.59,731.79,233.04,575.63,117.11,312.31,36573.33
49,8,person,0.7049,1008.75,1197.7,1078.7,1525.73,1043.72,1361.72,69.94,328.03,22943.91
49,9,person,0.8772,622.43,225.56,748.28,495.81,685.36,360.69,125.85,270.25,34012.26
49,10,person,0.871,228.09,135.4,328.09,400.69,278.09,268.04,100.0,265.29,26530.17
49,12,person,0.7885,853.0,475.19,939.08,733.54,896.04,604.37,86.07,258.35,22237.05
49,13,person,0.8096,43.49,80.81,120.01,360.15,81.75,220.48,76.53,279.34,21376.97
49,16,person,0.8912,84.57,774.29,237.36,1131.3,160.97,952.8,152.78,357.0,54544.86
49,29,handbag,0.5565,177.0,824.42,241.15,981.84,209.08,903.13,64.15,157.42,10097.75
50,1,person,0.899,241.78,1123.02,400.73,1497.46,321.25,1310.24,158.95,374.44,59519.0
50,2,person,0.9123,578.04,666.38,739.14,1000.79,658.59,833.59,161.1,334.41,53873.78
50,4,person,0.8561,752.62,480.16,886.26,827.38,819.44,653.77,133.64,347.22,46401.02
50,5,person,0.8897,888.28,1289.57,1034.16,1635.46,961.22,1462.51,145.88,345.89,50457.58
50,6,person,0.9051,0.34,1160.73,172.58,1544.83,86.46,1352.78,172.25,384.1,66159.81
50,7,person,0.8904,174.74,426.38,291.54,738.21,233.14,582.3,116.79,311.83,36419.45
50,8,person,0.6974,1014.35,1209.62,1078.43,1526.35,1046.39,1367.99,64.08,316.74,20295.34
50,9,person,0.8634,622.42,228.41,747.62,496.83,685.02,362.62,125.2,268.42,33606.8
50,10,person,0.872,228.56,141.37,328.75,404.31,278.66,272.84,100.2,262.94,26345.57
50,12,person,0.7998,855.49,478.6,942.05,733.81,898.77,606.21,86.56,255.21,22089.95
50,13,person,0.7969,44.07,84.43,120.68,361.5,82.37,222.97,76.61,277.08,21227.88
50,16,person,0.8903,89.21,778.98,239.33,1132.6,164.27,955.79,150.12,353.62,53086.13
50,29,handbag,0.5088,185.76,830.13,249.12,986.15,217.44,908.14,63.37,156.02,9886.92
51,1,person,0.9071,244.62,1127.91,404.42,1498.26,324.52,1313.09,159.8,370.35,59181.49
51,2,person,0.9083,579.44,669.62,742.6,1002.32,661.02,835.97,163.15,332.69,54279.37
51,4,person,0.8755,754.34,484.37,887.29,828.56,820.81,656.46,132.96,344.18,45761.24
51,5,person,0.8963,891.51,1297.05,1038.43,1649.36,964.97,1473.2,146.92,352.31,51760.35
51,6,person,0.9001,0.76,1168.01,175.08,1545.98,87.92,1356.99,174.33,377.97,65889.98
51,7,person,0.8911,174.19,431.18,291.34,743.99,232.76,587.59,117.14,312.82,36644.73
51,8,person,0.7305,1020.16,1226.59,1078.58,1527.06,1049.37,1376.82,58.42,300.47,17552.82
51,9,person,0.8596,622.94,231.35,747.3,497.66,685.12,364.5,124.37,266.31,33119.21
51,10,person,0.8793,228.42,145.5,328.59,408.35,278.51,276.92,100.17,262.84,26328.11
51,12,person,0.8054,858.95,482.35,945.43,736.81,902.19,609.58,86.47,254.46,22004.19
51,13,person,0.7927,44.49,86.99,121.99,365.21,83.24,226.1,77.5,278.22,21562.03
51,16,person,0.8791,94.06,784.16,242.98,1134.15,168.52,959.15,148.93,349.99,52123.43
51,3,person,0.7708,923.05,1840.32,1059.58,1919.24,991.32,1879.78,136.53,78.92,10775.3
52,1,person,0.8955,247.45,1133.79,408.55,1499.8,328.0,1316.8,161.11,366.01,58967.84
52,2,person,0.9096,580.44,673.79,745.6,1008.09,663.02,840.94,165.16,334.31,55213.74
52,4,person,0.8755,755.92,488.33,889.32,830.05,822.62,659.19,133.4,341.72,45585.01
52,5,person,0.8779,896.53,1305.76,1043.75,1660.7,970.14,1483.23,147.22,354.94,52255.23
52,6,person,0.9009,3.93,1176.41,184.18,1561.77,94.05,1369.09,180.25,385.36,69461.77
52,7,person,0.8957,173.49,435.42,290.29,751.41,231.89,593.41,116.8,315.99,36906.93
52,8,person,0.6633,1025.3,1244.46,1079.51,1528.47,1052.4,1386.46,54.22,284.01,15398.78
52,9,person,0.8571,623.53,233.86,746.44,499.72,684.98,366.79,122.92,265.85,32677.36
52,10,person,0.8582,228.34,148.74,326.96,413.72,277.65,281.23,98.61,264.98,26131.43
52,12,person,0.7869,862.68,486.61,948.82,744.97,905.75,615.79,86.14,258.36,22255.28
52,13,person,0.7981,44.27,89.6,123.16,367.65,83.72,228.62,78.89,278.06,21937.27
52,16,person,0.8858,97.75,789.19,250.83,1136.31,174.29,962.75,153.08,347.13,53139.57
52,3,person,0.7665,935.29,1851.65,1065.23,1920.0,1000.26,1885.82,129.94,68.35,8881.8
53,1,person,0.8849,251.1,1139.74,411.95,1500.42,331.53,1320.08,160.86,360.69,58018.68
53,2,person,0.9089,582.47,679.31,748.14,1022.06,665.31,850.68,165.67,342.75,56782.97
53,4,person,0.8791,757.08,491.48,890.16,831.48,823.62,661.48,133.08,339.99,45246.37
53,5,person,0.8894,901.71,1314.54,1048.22,1671.96,974.97,1493.25,146.51,357.42,52367.09
53,6,person,0.9093,8.26,1185.49,196.9,1577.67,102.58,1381.58,188.64,392.18,73979.67
53,7,person,0.8985,172.44,438.84,289.68,758.82,231.06,598.83,117.24,319.98,37512.57
53,8,person,0.6866,1030.59,1260.01,1079.65,1529.5,1055.12,1394.76,49.07,269.5,13224.0
53,9,person,0.8803,624.0,236.11,745.16,504.3,684.58,370.21,121.16,268.18,32493.14
53,10,person,0.8615,227.99,153.49,326.95,419.25,277.47,286.37,98.96,265.76,26299.25
53,12,person,0.8198,865.33,490.39,952.16,754.23,908.74,622.31,86.84,263.84,22911.04
53,13,person,0.8307,44.27,93.92,124.41,365.94,84.34,229.93,80.14,272.03,21800.45
53,16,person,0.9011,102.55,792.7,256.02,1137.21,179.28,964.96,153.47,344.5,52872.12
53,3,person,0.6736,943.29,1863.8,1067.43,1920.0,1005.36,1891.9,124.14,56.2,6976.15
54,1,person,0.8927,254.95,1146.7,415.48,1503.9,335.22,1325.3,160.53,357.2,57342.09
54,2,person,0.8934,583.4,684.97,750.29,1037.46,666.84,861.21,166.89,352.49,58825.52
54,4,person,0.8659,759.53,494.57,893.05,832.06,826.29,663.32,133.52,337.49,45060.98
54,5,person,0.8814,906.71,1322.94,1053.28,1682.81,980.0,1502.88,146.57,359.86,52745.12
54,6,person,0.9095,12.93,1194.79,208.82,1588.75,110.87,1391.77,195.89,393.96,77174.18
54,7,person,0.8994,171.67,441.99,289.32,764.05,230.49,603.02,117.65,322.07,37891.25
54,8,person,0.5957,1037.33,1272.18,1080.0,1533.75,1058.66,1402.97,42.67,261.58,11161.56
54,9,person,0.8872,624.29,239.19,744.79,512.77,684.54,375.98,120.5,273.59,32968.32
54,10,person,0.8542,227.72,158.38,326.17,424.83,276.94,291.61,98.45,266.45,26232.66
54,12,person,0.8425,868.99,494.03,956.39,762.02,912.69,628.02,87.41,267.98,23423.51
54,13,person,0.8442,44.1,97.44,125.41,366.12,84.75,231.78,81.3,268.68,21844.76
54,16,person,0.8928,106.62,796.12,259.12,1138.46,182.87,967.29,152.5,342.33,52204.49
55,1,person,0.888,258.41,1153.27,420.8,1520.9,339.6,1337.09,162.39,367.63,59700.77
55,2,person,0.886,585.19,690.28,751.95,1045.68,668.57,867.98,166.76,355.4,59264.78
55,4,person,0.8675,760.98,498.52,894.57,833.13,827.77,665.82,133.59,334.61,44700.37
55,5,person,0.8829,911.74,1328.88,1057.59,1693.1,984.66,1510.99,145.85,364.22,53120.34
55,6,person,0.9131,18.61,1202.56,215.15,1599.62,116.88,1401.09,196.55,397.06,78040.5
55,7,person,0.8977,170.68,445.54,289.06,766.2,229.87,605.87,118.38,320.66,37961.09
55,9,person,0.8921,624.35,243.88,744.32,520.32,684.34,382.1,119.97,276.44,33164.67
55,10,person,0.853,228.0,162.38,325.32,428.67,276.66,295.53,97.32,266.29,25914.25
55,12,person,0.8493,871.61,498.33,961.48,768.07,916.55,633.2,89.87,269.73,24242.16
55,13,person,0.8493,45.07,101.65,126.93,372.98,86.0,237.32,81.86,271.33,22209.64
55,16,person,0.8978,111.89,801.08,263.2,1149.41,187.55,975.25,151.31,348.33,52704.59
56,1,person,0.9022,262.19,1161.95,427.73,1541.51,344.96,1351.73,165.54,379.56,62833.23
56,2,person,0.8943,587.46,696.36,754.34,1053.31,670.9,874.84,166.88,356.95,59569.36
56,4,person,0.8835,764.72,502.96,897.93,833.46,831.33,668.21,133.22,330.5,44027.84
56,5,person,0.8707,918.4,1335.66,1068.46,1703.44,993.43,1519.55,150.06,367.77,55189.6
56,6,person,0.9073,24.23,1210.6,216.36,1608.67,120.3,1409.63,192.13,398.07,76481.15
56,7,person,0.9009,169.16,449.34,288.77,768.37,228.97,608.86,119.61,319.03,38158.35
56,9,person,0.8862,624.96,247.34,745.72,528.21,685.34,387.77,120.75,280.87,33916.07
56,10,person,0.8518,227.61,164.73,325.01,430.47,276.31,297.6,97.4,265.75,25882.42
56,12,person,0.8125,874.53,502.23,965.54,774.43,920.04,638.33,91.01,272.2,24773.69
56,13,person,0.8555,45.36,105.08,128.11,381.75,86.73,243.41,82.75,276.67,22895.88
56,16,person,0.8924,117.45,808.56,267.29,1165.5,192.37,987.03,149.84,356.94,53484.38
57,1,person,0.893,267.8,1170.89,433.94,1559.43,350.87,1365.16,166.14,388.54,64552.07
57,2,person,0.887,588.91,704.07,755.29,1060.59,672.1,882.33,166.38,356.52,59316.73
57,4,person,0.8869,766.51,508.07,900.68,834.03,833.59,671.05,134.17,325.96,43734.09
57,5,person,0.8702,924.38,1341.8,1071.77,1707.92,998.08,1524.86,147.39,366.12,53962.9
57,6,person,0.8964,30.09,1218.27,216.2,1620.42,123.15,1419.35,186.1,402.16,74842.89
57,7,person,0.9047,167.39,452.28,288.75,769.51,228.07,610.89,121.36,317.24,38499.7
57,9,person,0.8924,624.37,252.13,746.91,533.6,685.64,392.86,122.54,281.47,34491.51
57,10,person,0.8539,227.41,167.63,324.67,432.42,276.04,300.02,97.26,264.8,25753.65
57,12,person,0.8348,878.36,508.13,968.42,782.61,923.39,645.37,90.06,274.48,24719.26
57,13,person,0.8396,46.13,109.1,127.01,388.74,86.57,248.92,80.88,279.64,22617.63
57,16,person,0.8976,123.83,816.17,271.5,1181.67,197.66,998.92,147.68,365.51,53977.64
58,1,person,0.8991,272.27,1179.67,438.98,1569.36,355.62,1374.51,166.71,389.69,64965.25
58,2,person,0.8978,590.32,711.56,757.53,1071.38,673.92,891.47,167.21,359.82,60165.29
58,4,person,0.9024,768.02,513.53,903.56,836.01,835.79,674.77,135.54,322.48,43709.16
58,5,person,0.9004,929.95,1346.89,1078.82,1709.45,1004.39,1528.17,148.87,362.56,53974.7
58,6,person,0.9063,36.56,1225.26,217.21,1630.85,126.88,1428.06,180.65,405.59,73268.68
58,7,person,0.9,166.59,456.95,288.82,770.85,227.7,613.9,122.23,313.9,38369.05
58,9,person,0.8812,624.16,256.33,747.12,536.58,685.64,396.46,122.96,280.26,34459.34
58,10,person,0.8585,226.5,169.98,325.07,433.75,275.78,301.86,98.57,263.77,25999.61
58,12,person,0.8428,882.07,513.46,972.72,787.52,927.39,650.49,90.64,274.06,24841.91
58,13,person,0.8386,46.32,113.4,126.84,395.2,86.58,254.3,80.52,281.8,22690.16
58,16,person,0.8892,130.93,824.27,274.77,1196.11,202.85,1010.19,143.84,371.84,53483.64
59,1,person,0.9003,277.58,1188.24,443.56,1581.07,360.57,1384.65,165.98,392.83,65202.34
59,2,person,0.894,591.46,717.17,758.12,1080.31,674.79,898.74,166.67,363.14,60523.54
59,4,person,0.9015,769.6,520.51,904.43,842.33,837.02,681.42,134.84,321.82,43393.15
59,5,person,0.9016,934.06,1352.14,1080.0,1709.74,1007.03,1530.94,145.94,357.6,52189.21
59,6,person,0.9075,42.0,1230.64,216.67,1634.83,129.33,1432.73,174.67,404.2,70599.98
59,7,person,0.8993,165.88,460.96,288.8,771.99,227.34,616.47,122.92,311.02,38231.23
59,9,person,0.8763,623.93,259.98,747.13,540.97,685.53,400.48,123.2,281.0,34618.73
59,10,person,0.861,226.08,171.81,326.06,434.63,276.07,303.22,99.97,262.81,26273.65
59,12,person,0.8599,884.49,517.31,976.23,789.75,930.36,653.53,91.75,272.44,24995.35
59,13,person,0.8376,47.21,117.53,128.14,399.2,87.67,258.37,80.93,281.66,22794.8
59,16,person,0.8948,137.15,832.28,281.3,1200.6,209.23,1016.44,144.14,368.32,53090.95
59,29,handbag,0.588,216.2,886.58,283.73,1030.64,249.96,958.61,67.53,144.06,9727.76
60,1,person,0.9127,282.92,1195.68,448.35,1591.65,365.64,1393.66,165.42,395.97,65503.04
60,2,person,0.911,594.16,722.14,758.56,1085.44,676.36,903.79,164.4,363.3,59725.63
60,4,person,0.9059,771.29,525.98,907.63,852.21,839.46,689.1,136.34,326.23,44477.46
60,5,person,0.905,939.02,1357.5,1080.0,1709.75,1009.51,1533.62,140.98,352.25,49660.5
60,6,person,0.9077,47.76,1236.87,218.82,1636.97,133.29,1436.92,171.06,400.1,68440.81
60,7,person,0.8929,165.68,466.66,288.61,772.81,227.14,619.74,122.93,306.15,37635.69
60,9,person,0.8923,623.68,264.56,748.31,549.01,686.0,406.78,124.63,284.44,35450.18
60,10,person,0.8677,225.95,173.84,326.26,435.6,276.1,304.72,100.31,261.76,26255.95
60,12,person,0.866,887.21,520.75,981.37,791.83,934.29,656.29,94.15,271.08,25523.34
60,13,person,0.8508,48.43,121.75,128.23,404.33,88.33,263.04,79.79,282.59,22548.01
60,16,person,0.8817,143.39,841.38,287.42,1207.69,215.4,1024.54,144.03,366.3,52759.17
61,1,person,0.9121,288.77,1201.76,453.2,1597.93,370.98,1399.84,164.43,396.17,65141.95
61,2,person,0.9099,595.94,727.32,758.71,1087.42,677.32,907.37,162.77,360.1,58612.19
61,4,person,0.9009,772.2,531.19,910.09,859.7,841.14,695.44,137.89,328.51,45296.52
61,5,person,0.9198,942.78,1363.44,1080.0,1710.4,1011.39,1536.92,137.22,346.95,47609.86
61,6,person,0.9125,53.19,1241.52,224.61,1639.07,138.9,1440.3,171.43,397.56,68152.06
61,7,person,0.8969,165.65,473.03,288.67,775.12,227.16,624.07,123.02,302.09,37163.13
61,9,person,0.8856,623.38,268.65,748.98,554.79,686.18,411.72,125.6,286.14,35938.24
61,10,person,0.8638,226.05,176.28,326.19,436.6,276.12,306.44,100.14,260.32,26067.93
61,12,person,0.8637,889.77,524.23,984.8,792.32,937.29,658.28,95.02,268.09,25474.9
61,13,person,0.805,49.17,125.93,129.14,410.6,89.15,268.27,79.98,284.67,22767.32
61,16,person,0.8729,148.75,848.9,294.12,1218.87,221.43,1033.89,145.36,369.97,53780.5
62,1,person,0.909,293.44,1206.02,456.99,1599.6,375.21,1402.81,163.55,393.58,64368.89
62,2,person,0.9107,597.73,730.92,759.19,1089.26,678.46,910.09,161.46,358.34,57855.61
62,4,person,0.8987,773.05,536.23,912.92,864.06,842.99,700.14,139.88,327.83,45855.87
62,5,person,0.9231,945.11,1369.54,1080.0,1710.86,1012.55,1540.2,134.89,341.32,46041.82
62,6,person,0.9148,57.91,1245.13,230.84,1639.87,144.37,1442.5,172.92,394.74,68259.01
62,7,person,0.8973,165.22,477.85,288.74,781.91,226.98,629.88,123.52,304.06,37556.86
62,9,person,0.8744,623.88,272.37,749.4,557.58,686.64,414.97,125.52,285.21,35799.56
62,10,person,0.87,226.24,178.17,326.1,436.76,276.17,307.46,99.85,258.59,25821.44
62,12,person,0.8489,891.17,527.46,988.48,793.36,939.83,660.41,97.32,265.9,25876.08
62,13,person,0.7967,51.02,129.35,130.43,412.96,90.72,271.15,79.41,283.61,22522.11
62,16,person,0.8871,153.96,855.42,300.38,1223.52,227.17,1039.47,146.42,368.1,53897.41
62,29,handbag,0.529,229.17,910.82,301.09,1047.61,265.13,979.21,71.92,136.79,9837.98
63,1,person,0.9087,298.81,1209.99,463.03,1601.62,380.92,1405.81,164.22,391.63,64312.59
63,2,person,0.9146,600.1,733.43,760.13,1090.25,680.11,911.84,160.02,356.83,57100.85
63,4,person,0.8928,775.41,541.62,916.35,870.22,845.88,705.92,140.94,328.61,46313.52
63,5,person,0.9183,948.28,1376.99,1080.0,1716.67,1014.14,1546.83,131.72,339.69,44745.23
63,6,person,0.9174,62.95,1250.82,238.42,1640.07,150.68,1445.44,175.47,389.25,68300.95
63,7,person,0.8985,165.46,482.86,289.16,793.89,227.31,638.38,123.7,311.02,38472.48
63,9,person,0.8724,624.4,275.72,749.88,559.68,687.14,417.7,125.48,283.97,35632.65
63,10,person,0.8747,226.47,180.79,326.1,436.04,276.29,308.42,99.63,255.25,25431.25
63,12,person,0.8471,893.77,530.19,992.51,792.97,943.14,661.58,98.74,262.78,25948.18
63,13,person,0.7785,52.34,132.41,131.16,415.27,91.75,273.84,78.83,282.86,22296.96
63,16,person,0.8792,159.36,862.02,307.11,1226.75,233.24,1044.38,147.75,364.74,53891.71
64,1,person,0.9115,303.83,1215.85,469.39,1602.94,386.61,1409.4,165.56,387.09,64087.16
64,2,person,0.9089,602.54,736.86,763.21,1091.68,682.87,914.27,160.67,354.82,57009.68
64,4,person,0.8841,778.14,546.58,919.31,880.11,848.72,713.34,141.17,333.53,47084.04
64,5,person,0.9124,952.11,1384.72,1080.0,1734.05,1016.06,1559.39,127.89,349.33,44675.18
64,6,person,0.9177,67.73,1258.08,246.61,1641.27,157.17,1449.68,178.88,383.19,68544.19
64,7,person,0.8985,166.28,487.57,289.22,801.2,227.75,644.39,122.93,313.63,38556.24
64,9,person,0.8859,624.83,278.49,751.6,561.06,688.22,419.77,126.77,282.57,35822.0
64,10,person,0.8726,226.58,183.67,327.35,440.62,276.97,312.15,100.78,256.95,25894.97
64,12,person,0.8164,895.89,533.79,996.47,794.4,946.18,664.09,100.58,260.61,26212.79
64,13,person,0.7599,52.93,135.2,132.83,417.28,92.88,276.24,79.91,282.08,22540.11
64,16,person,0.8832,164.57,866.97,311.19,1229.6,237.88,1048.28,146.62,362.63,53169.88
65,1,person,0.9166,308.27,1221.77,475.37,1604.35,391.82,1413.06,167.1,382.58,63930.23
65,2,person,0.912,604.25,739.32,764.34,1092.82,684.3,916.07,160.08,353.5,56589.56
65,4,person,0.8882,780.69,551.85,923.56,890.25,852.13,721.05,142.87,338.4,48347.19
65,5,person,0.9059,955.17,1392.8,1080.0,1754.73,1017.58,1573.76,124.83,361.94,45180.78
65,6,person,0.9111,71.67,1265.83,252.52,1649.34,162.1,1457.59,180.85,383.52,69359.12
65,7,person,0.898,167.3,494.98,289.12,810.04,228.21,652.51,121.82,315.06,38382.13
65,9,person,0.8773,624.05,281.16,753.39,562.88,688.72,422.02,129.34,281.72,36438.49
65,10,person,0.8818,227.93,186.86,328.95,448.42,278.44,317.64,101.03,261.56,26423.85
65,12,person,0.8303,898.11,537.83,999.47,795.7,948.79,666.76,101.36,257.87,26138.22
65,13,person,0.7652,54.47,137.33,135.14,419.28,94.8,278.31,80.67,281.95,22746.16
65,16,person,0.8807,169.63,871.01,314.43,1230.86,242.03,1050.93,144.8,359.85,52104.42
66,1,person,0.9127,313.99,1228.24,480.49,1604.87,397.24,1416.56,166.5,376.63,62709.97
66,2,person,0.9123,607.04,741.55,766.73,1093.57,686.88,917.56,159.68,352.02,56211.99
66,4,person,0.8915,783.2,557.01,927.45,896.83,855.33,726.92,144.25,339.82,49021.02
66,5,person,0.9032,958.88,1401.16,1080.0,1769.9,1019.44,1585.53,121.12,368.74,44661.87
66,6,person,0.9101,76.05,1275.86,258.83,1671.64,167.44,1473.75,182.78,395.78,72341.18
66,7,person,0.8838,167.94,502.27,290.63,815.8,229.28,659.04,122.69,313.53,38466.57
66,9,person,0.8786,624.34,282.51,754.96,563.76,689.65,423.14,130.62,281.25,36735.75
66,10,person,0.8827,229.07,191.06,330.75,456.03,279.91,323.54,101.68,264.96,26941.68
66,12,person,0.8457,901.91,541.28,1003.41,804.29,952.66,672.79,101.5,263.01,26695.46
66,13,person,0.7877,55.27,139.4,135.97,420.51,95.62,279.96,80.7,281.11,22684.35
66,16,person,0.8651,173.4,875.07,319.33,1233.57,246.36,1054.32,145.93,358.5,52318.14
67,1,person,0.914,318.25,1235.33,485.72,1605.4,401.98,1420.37,167.46,370.07,61973.14
67,2,person,0.92,610.52,745.38,769.11,1094.92,689.81,920.15,158.59,349.54,55434.48
67,4,person,0.8821,785.82,561.68,930.83,900.76,858.33,731.22,145.01,339.07,49167.51
67,5,person,0.8875,962.11,1409.46,1080.0,1782.17,1021.05,1595.81,117.89,372.72,43939.91
67,6,person,0.9142,80.07,1286.89,264.89,1696.68,172.48,1491.79,184.82,409.79,75735.76
67,7,person,0.8743,169.59,508.82,291.61,822.1,230.6,665.46,122.02,313.28,38225.96
67,9,person,0.8789,624.39,284.31,757.17,564.88,690.78,424.59,132.78,280.57,37253.26
67,10,person,0.8861,229.72,194.84,332.66,462.76,281.19,328.8,102.94,267.92,27581.41
67,12,person,0.8493,905.83,546.62,1006.91,816.93,956.37,681.78,101.08,270.31,27323.48
67,13,person,0.7591,56.15,142.54,137.78,422.28,96.97,282.41,81.62,279.73,22833.19
67,16,person,0.8672,177.75,879.64,327.78,1233.62,252.77,1056.63,150.03,353.97,53105.63
68,1,person,0.9087,321.95,1240.77,490.49,1606.42,406.22,1423.59,168.53,365.65,61625.0
68,2,person,0.9166,613.28,749.25,771.69,1097.4,692.48,923.32,158.41,348.16,55152.41
68,4,person,0.8943,788.44,565.92,933.95,902.36,861.19,734.14,145.51,336.44,48955.37
68,5,person,0.8967,965.29,1417.22,1080.0,1791.28,1022.65,1604.25,114.71,374.05,42906.49
68,6,person,0.9152,84.2,1297.95,270.24,1719.84,177.22,1508.9,186.04,421.89,78488.45
68,7,person,0.8859,171.21,514.36,293.54,829.45,232.38,671.9,122.33,315.1,38545.71
68,9,person,0.8879,625.05,286.61,758.21,565.16,691.63,425.89,133.16,278.54,37091.6
68,10,person,0.8819,231.59,198.48,334.96,466.42,283.28,332.45,103.36,267.94,27695.01
68,12,person,0.8775,908.96,551.03,1008.92,828.35,958.94,689.69,99.96,277.32,27720.55
68,13,person,0.8296,57.88,145.4,139.38,424.23,98.63,284.81,81.51,278.83,22726.72
68,16,person,0.8671,182.21,882.87,332.38,1234.96,257.3,1058.92,150.17,352.08,52873.18
69,1,person,0.8984,325.67,1248.83,494.76,1620.45,410.22,1434.64,169.08,371.62,62835.72
69,2,person,0.9057,616.34,754.17,774.07,1105.79,695.2,929.98,157.73,351.62,55462.71
69,4,person,0.9082,791.88,569.89,938.19,903.37,865.03,736.63,146.31,333.48,48790.12
69,5,person,0.896,968.12,1426.64,1080.0,1802.0,1024.06,1614.32,111.88,375.35,41993.09
69,6,person,0.9116,88.51,1309.17,275.49,1731.06,182.0,1520.11,186.97,421.89,78882.63
69,7,person,0.8933,173.08,519.74,295.3,836.83,234.19,678.29,122.22,317.09,38753.1
69,9,person,0.8939,625.35,289.71,759.06,566.83,692.21,428.27,133.71,277.12,37052.38
69,10,person,0.8823,234.33,201.93,336.99,469.7,285.66,335.81,102.66,267.77,27490.27
69,12,person,0.8406,913.27,556.84,1010.44,838.01,961.85,697.42,97.17,281.17,27320.37
69,13,person,0.8164,58.91,149.04,141.44,425.07,100.18,287.05,82.53,276.02,22780.51
69,16,person,0.8767,185.75,887.52,335.37,1236.12,260.56,1061.82,149.62,348.6,52158.53
70,1,person,0.8926,330.59,1257.97,498.58,1641.04,414.58,1449.5,168.0,383.06,64354.22
70,2,person,0.91,619.73,759.71,776.9,1111.5,698.31,935.61,157.16,351.79,55288.76
70,4,person,0.8999,794.7,572.97,942.59,904.22,868.65,738.59,147.89,331.25,48986.44
70,5,person,0.8868,971.43,1434.31,1080.0,1813.99,1025.72,1624.15,108.57,379.67,41220.52
70,6,person,0.9165,92.01,1320.34,280.41,1740.93,186.21,1530.64,188.4,420.59,79238.6
70,7,person,0.8902,175.23,524.46,297.92,842.09,236.57,683.27,122.69,317.63,38971.8
70,9,person,0.8961,625.22,293.5,759.29,567.74,692.25,430.62,134.06,274.24,36765.01
70,10,person,0.8677,236.71,206.32,338.18,474.68,287.44,340.5,101.47,268.36,27231.02
70,12,person,0.8334,917.53,563.17,1012.64,843.1,965.09,703.14,95.1,279.93,26622.64
70,13,person,0.8137,60.78,152.45,142.61,427.03,101.69,289.74,81.83,274.58,22470.3
70,16,person,0.8677,190.04,894.74,340.9,1240.57,265.47,1067.65,150.86,345.82,52169.76
71,1,person,0.8996,334.4,1265.92,502.77,1661.16,418.59,1463.54,168.37,395.25,66546.42
71,2,person,0.912,622.97,765.26,780.17,1118.41,701.57,941.84,157.2,353.15,55515.2
71,4,person,0.8998,796.99,576.1,946.78,905.25,871.89,740.67,149.79,329.15,49304.39
71,5,person,0.8834,973.09,1441.91,1079.93,1821.9,1026.51,1631.9,106.85,379.99,40600.22
71,6,person,0.9244,94.33,1331.98,283.23,1752.12,188.78,1542.05,188.9,420.14,79366.03
71,7,person,0.8969,176.86,528.35,299.88,844.71,238.37,686.53,123.02,316.35,38917.54
71,9,person,0.8955,625.42,298.08,758.31,571.25,691.87,434.67,132.89,273.17,36302.77
71,10,person,0.858,238.82,210.1,339.83,478.82,289.33,344.46,101.01,268.72,27143.15
